 8.814	   0.190	       8
 8.834	   0.166	       7
 8.854	   0.166	       7
 8.874	   0.190	       8
 8.894	   0.190	       8
 8.914	   0.261	      11
 8.934	   0.142	       6
 8.954	   0.166	       7
 8.974	   0.190	       8
 8.994	   0.095	       4
 9.014	   0.071	       3
 9.034	   0.261	      11
 9.054	   0.261	      11
 9.074	   0.119	       5
 9.094	   0.237	      10
 9.114	   0.213	       9
 9.134	   0.308	      13
 9.154	   0.119	       5
 9.174	   0.166	       7
 9.194	   0.332	      14
 9.214	   0.237	      10
 9.234	   0.190	       8
 9.254	   0.284	      12
 9.274	   0.284	      12
 9.294	   0.190	       8
 9.314	   0.213	       9
 9.334	   0.119	       5
 9.354	   0.284	      12
 9.374	   0.332	      14
 9.394	   0.071	       3
 9.414	   0.237	      10
 9.434	   0.261	      11
 9.454	   0.237	      10
 9.474	   0.213	       9
 9.494	   0.190	       8
 9.514	   0.237	      10
 9.534	   0.095	       4
 9.554	   0.261	      11
 9.574	   0.190	       8
 9.594	   0.213	       9
 9.614	   0.190	       8
 9.634	   0.166	       7
 9.654	   0.190	       8
 9.674	   0.142	       6
 9.694	   0.213	       9
 9.714	   0.142	       6
 9.734	   0.213	       9
 9.754	   0.166	       7
 9.774	   0.095	       4
 9.794	   0.237	      10
 9.814	   0.119	       5
 9.834	   0.261	      11
 9.854	   0.356	      15
 9.874	   0.166	       7
 9.894	   0.142	       6
 9.914	   0.166	       7
 9.934	   0.237	      10
 9.954	   0.095	       4
 9.974	   0.095	       4
 9.994	   0.095	       4
10.014	   0.166	       7
10.034	   0.142	       6
10.054	   0.119	       5
10.074	   0.024	       1
10.094	   0.119	       5
10.114	   0.284	      12
10.134	   0.213	       9
10.154	   0.047	       2
10.174	   0.166	       7
10.194	   0.213	       9
10.214	   0.047	       2
10.234	   0.095	       4
10.254	   0.142	       6
10.274	   0.356	      15
10.294	   0.142	       6
10.314	   0.166	       7
10.334	   0.166	       7
10.354	   0.142	       6
10.374	   0.166	       7
10.394	   0.166	       7
10.414	   0.332	      14
10.434	   0.308	      13
10.454	   0.213	       9
10.474	   0.237	      10
10.494	   0.142	       6
10.514	   0.142	       6
10.534	   0.356	      15
10.554	   0.237	      10
10.574	   0.261	      11
10.594	   0.332	      14
10.614	   0.237	      10
10.634	   0.379	      16
10.654	   0.213	       9
10.674	   0.119	       5
10.694	   0.166	       7
10.714	   0.284	      12
10.734	   0.142	       6
10.754	   0.166	       7
10.774	   0.142	       6
10.794	   0.071	       3
10.815	   0.119	       5
10.835	   0.213	       9
10.855	   0.213	       9
10.875	   0.190	       8
10.895	   0.190	       8
10.915	   0.308	      13
10.935	   0.237	      10
10.955	   0.095	       4
10.975	   0.142	       6
10.995	   0.142	       6
11.015	   0.190	       8
11.035	   0.142	       6
11.055	   0.142	       6
11.075	   0.119	       5
11.095	   0.237	      10
11.115	   0.119	       5
11.135	   0.190	       8
11.155	   0.190	       8
11.175	   0.119	       5
11.195	   0.142	       6
11.215	   0.261	      11
11.235	   0.190	       8
11.255	   0.142	       6
11.275	   0.190	       8
11.295	   0.142	       6
11.315	   0.119	       5
11.335	   0.190	       8
11.355	   0.095	       4
11.375	   0.190	       8
11.395	   0.166	       7
11.415	   0.166	       7
11.435	   0.142	       6
11.455	   0.213	       9
11.475	   0.166	       7
11.495	   0.095	       4
11.515	   0.119	       5
11.535	   0.261	      11
11.555	   0.308	      13
11.575	   0.166	       7
11.595	   0.142	       6
11.615	   0.284	      12
11.635	   0.142	       6
11.655	   0.261	      11
11.675	   0.190	       8
11.695	   0.119	       5
11.715	   0.095	       4
11.735	   0.142	       6
11.755	   0.142	       6
11.775	   0.119	       5
11.795	   0.119	       5
11.815	   0.142	       6
11.835	   0.166	       7
11.855	   0.071	       3
11.875	   0.166	       7
11.895	   0.166	       7
11.915	   0.166	       7
11.935	   0.213	       9
11.955	   0.142	       6
11.975	   0.119	       5
11.995	   0.142	       6
12.015	   0.095	       4
12.035	   0.166	       7
12.055	   0.213	       9
12.075	   0.095	       4
12.095	   0.119	       5
12.115	   0.119	       5
12.135	   0.190	       8
12.155	   0.166	       7
12.175	   0.119	       5
12.195	   0.213	       9
12.215	   0.213	       9
12.235	   0.213	       9
12.255	   0.095	       4
12.275	   0.190	       8
12.295	   0.237	      10
12.315	   0.308	      13
12.335	   0.142	       6
12.355	   0.119	       5
12.375	   0.166	       7
12.395	   0.095	       4
12.415	   0.213	       9
12.435	   0.284	      12
12.455	   0.237	      10
12.475	   0.308	      13
12.495	   0.213	       9
12.515	   0.308	      13
12.535	   0.166	       7
12.555	   0.284	      12
12.575	   0.213	       9
12.595	   0.166	       7
12.615	   0.213	       9
12.635	   0.284	      12
12.655	   0.332	      14
12.675	   0.119	       5
12.695	   0.166	       7
12.715	   0.119	       5
12.735	   0.308	      13
12.755	   0.284	      12
12.775	   0.237	      10
12.795	   0.261	      11
12.815	   0.213	       9
12.835	   0.284	      12
12.855	   0.166	       7
12.875	   0.142	       6
12.895	   0.403	      17
12.915	   0.213	       9
12.935	   0.308	      13
12.955	   0.261	      11
12.975	   0.190	       8
12.995	   0.237	      10
13.015	   0.403	      17
13.035	   0.356	      15
13.055	   0.379	      16
13.075	   0.308	      13
13.095	   0.308	      13
13.115	   0.261	      11
13.135	   0.427	      18
13.155	   0.403	      17
13.175	   0.521	      22
13.195	   0.308	      13
13.215	   0.498	      21
13.235	   0.616	      26
13.255	   0.521	      22
13.275	   0.758	      32
13.295	   0.782	      33
13.315	   0.972	      41
13.335	   0.972	      41
13.355	   1.138	      48
13.375	   1.090	      46
13.395	   1.067	      45
13.415	   0.877	      37
13.435	   0.972	      41
13.455	   0.948	      40
13.475	   0.782	      33
13.495	   0.877	      37
13.515	   0.711	      30
13.535	   0.664	      28
13.555	   0.735	      31
13.575	   0.545	      23
13.596	   0.521	      22
13.616	   0.593	      25
13.636	   0.664	      28
13.656	   0.284	      12
13.676	   0.474	      20
13.696	   0.474	      20
13.716	   0.498	      21
13.736	   0.782	      33
13.756	   0.569	      24
13.776	   0.711	      30
13.796	   0.521	      22
13.816	   1.114	      47
13.836	   1.138	      48
13.856	   1.398	      59
13.876	   1.944	      82
13.896	   2.275	      96
13.916	   3.034	     128
13.936	   3.650	     154
13.956	   4.503	     190
13.976	   5.309	     224
13.996	   6.566	     277
14.016	   8.082	     341
14.036	   9.102	     384
14.056	   9.481	     400
14.076	  10.761	     454
14.096	  11.116	     469
14.116	  11.733	     495
14.136	  12.633	     533
14.156	  11.993	     506
14.176	  11.306	     477
14.196	  11.519	     486
14.216	  10.524	     444
14.236	  10.287	     434
14.256	   9.362	     395
14.276	   8.248	     348
14.296	   6.874	     290
14.316	   5.831	     246
14.336	   4.669	     197
14.356	   3.816	     161
14.376	   3.129	     132
14.396	   2.465	     104
14.416	   2.465	     104
14.436	   1.493	      63
14.456	   1.114	      47
14.476	   1.422	      60
14.496	   0.924	      39
14.516	   0.853	      36
14.536	   0.498	      21
14.556	   0.450	      19
14.576	   0.545	      23
14.596	   0.521	      22
14.616	   0.640	      27
14.636	   0.593	      25
14.656	   0.521	      22
14.676	   0.616	      26
14.696	   0.521	      22
14.716	   0.711	      30
14.736	   0.640	      27
14.756	   0.498	      21
14.776	   0.569	      24
14.796	   0.782	      33
14.816	   0.640	      27
14.836	   0.474	      20
14.856	   0.782	      33
14.876	   0.758	      32
14.896	   1.067	      45
14.916	   0.924	      39
14.936	   1.067	      45
14.956	   1.090	      46
14.976	   0.853	      36
14.996	   1.161	      49
15.016	   0.782	      33
15.036	   0.877	      37
15.056	   0.853	      36
15.076	   0.711	      30
15.096	   0.687	      29
15.116	   0.853	      36
15.136	   0.948	      40
15.156	   0.664	      28
15.176	   0.806	      34
15.196	   0.782	      33
15.216	   0.782	      33
15.236	   0.853	      36
15.256	   0.806	      34
15.276	   0.877	      37
15.296	   0.687	      29
15.316	   0.877	      37
15.336	   0.877	      37
15.356	   0.972	      41
15.376	   0.640	      27
15.396	   1.233	      52
15.416	   1.256	      53
15.436	   1.209	      51
15.456	   1.659	      70
15.476	   1.944	      82
15.496	   2.394	     101
15.516	   3.129	     132
15.536	   3.555	     150
15.556	   4.290	     181
15.576	   4.480	     189
15.596	   5.452	     230
15.616	   5.902	     249
15.636	   7.514	     317
15.656	   7.703	     325
15.676	   9.410	     397
15.696	   9.505	     401
15.716	  10.097	     426
15.736	   9.789	     413
15.756	  10.050	     424
15.776	  10.785	     455
15.796	  11.306	     477
15.816	   9.552	     403
15.836	   9.339	     394
15.856	   9.434	     398
15.876	   8.106	     342
15.896	   6.803	     287
15.916	   6.376	     269
15.936	   5.760	     243
15.956	   5.072	     214
15.976	   4.906	     207
15.996	   4.148	     175
16.016	   3.413	     144
16.036	   3.318	     140
16.056	   2.678	     113
16.076	   2.489	     105
16.096	   1.849	      78
16.116	   2.015	      85
16.136	   2.038	      86
16.156	   1.683	      71
16.176	   1.920	      81
16.196	   1.422	      60
16.216	   1.541	      65
16.236	   1.470	      62
16.256	   1.019	      43
16.276	   1.351	      57
16.296	   1.280	      54
16.316	   1.422	      60
16.336	   1.138	      48
16.356	   1.541	      65
16.377	   1.872	      79
16.397	   1.517	      64
16.417	   1.612	      68
16.437	   1.470	      62
16.457	   1.588	      67
16.477	   1.446	      61
16.497	   1.849	      78
16.517	   1.304	      55
16.537	   1.967	      83
16.557	   1.683	      71
16.577	   1.825	      77
16.597	   1.801	      76
16.617	   1.944	      82
16.637	   1.920	      81
16.657	   1.517	      64
16.677	   1.683	      71
16.697	   1.730	      73
16.717	   1.849	      78
16.737	   2.086	      88
16.757	   2.062	      87
16.777	   1.778	      75
16.797	   1.896	      80
16.817	   1.991	      84
16.837	   2.015	      85
16.857	   2.062	      87
16.877	   2.204	      93
16.897	   2.394	     101
16.917	   2.394	     101
16.937	   2.370	     100
16.957	   2.797	     118
16.977	   3.105	     131
16.997	   2.868	     121
17.017	   3.461	     146
17.037	   3.389	     143
17.057	   3.034	     128
17.077	   4.100	     173
17.097	   4.598	     194
17.117	   5.854	     247
17.137	   7.134	     301
17.157	   8.201	     346
17.177	  10.737	     453
17.197	  12.325	     520
17.217	  15.027	     634
17.237	  16.592	     700
17.257	  20.431	     862
17.277	  23.679	     999
17.297	  27.589	    1164
17.317	  30.552	    1289
17.337	  34.321	    1448
17.357	  36.881	    1556
17.377	  41.929	    1769
17.397	  42.949	    1812
17.417	  44.300	    1869
17.437	  46.741	    1972
17.457	  46.575	    1965
17.477	  46.409	    1958
17.497	  44.916	    1895
17.517	  42.332	    1786
17.537	  41.147	    1736
17.557	  35.862	    1513
17.577	  33.776	    1425
17.597	  30.671	    1294
17.617	  26.878	    1134
17.637	  22.375	     944
17.657	  20.123	     849
17.677	  18.085	     763
17.697	  15.027	     634
17.717	  12.681	     535
17.737	  12.136	     512
17.757	   9.173	     387
17.777	   8.888	     375
17.797	   7.680	     324
17.817	   6.684	     282
17.837	   6.186	     261
17.857	   5.286	     223
17.877	   5.973	     252
17.897	   5.736	     242
17.917	   5.926	     250
17.937	   5.143	     217
17.957	   5.120	     216
17.977	   5.096	     215
17.997	   5.689	     240
18.017	   5.428	     229
18.037	   5.286	     223
18.057	   6.447	     272
18.077	   5.357	     226
18.097	   5.617	     237
18.117	   6.447	     272
18.137	   5.878	     248
18.157	   6.257	     264
18.177	   6.826	     288
18.197	   6.779	     286
18.217	   7.229	     305
18.237	   7.585	     320
18.257	   8.154	     344
18.277	   6.826	     288
18.297	   7.822	     330
18.317	   8.154	     344
18.337	   8.580	     362
18.357	   9.054	     382
18.377	   9.457	     399
18.397	   9.173	     387
18.417	   9.362	     395
18.437	  10.761	     454
18.457	  10.073	     425
18.477	  11.330	     478
18.497	  11.780	     497
18.517	  13.250	     559
18.537	  13.487	     569
18.557	  14.672	     619
18.577	  14.292	     603
18.597	  14.956	     631
18.617	  16.521	     697
18.637	  18.180	     767
18.657	  17.706	     747
18.677	  17.753	     749
18.697	  20.550	     867
18.717	  21.142	     892
18.737	  23.607	     996
18.757	  21.119	     891
18.777	  24.532	    1035
18.797	  23.963	    1011
18.817	  26.310	    1110
18.837	  26.594	    1122
18.857	  26.973	    1138
18.877	  27.826	    1174
18.897	  27.258	    1150
18.917	  29.699	    1253
18.937	  28.917	    1220
18.957	  27.969	    1180
18.977	  29.367	    1239
18.997	  29.106	    1228
19.017	  29.083	    1227
19.037	  28.087	    1185
19.057	  28.419	    1199
19.077	  28.324	    1195
19.097	  28.585	    1206
19.117	  26.096	    1101
19.137	  26.570	    1121
19.158	  25.930	    1094
19.178	  24.793	    1046
19.198	  25.124	    1060
19.218	  22.565	     952
19.238	  21.616	     912
19.258	  20.668	     872
19.278	  21.356	     901
19.298	  19.270	     813
19.318	  18.796	     793
19.338	  18.464	     779
19.358	  18.322	     773
19.378	  18.488	     780
19.398	  17.492	     738
19.418	  16.283	     687
19.438	  17.350	     732
19.458	  16.070	     678
19.478	  17.421	     735
19.498	  17.160	     724
19.518	  17.990	     759
19.538	  17.990	     759
19.558	  17.137	     723
19.578	  17.113	     722
19.598	  17.658	     745
19.618	  17.089	     721
19.638	  17.208	     726
19.658	  16.212	     684
19.678	  15.359	     648
19.698	  14.364	     606
19.718	  14.340	     605
19.738	  12.823	     541
19.758	  12.112	     511
19.778	  12.776	     539
19.798	  11.022	     465
19.818	  11.093	     468
19.838	  12.041	     508
19.858	  11.519	     486
19.878	  11.756	     496
19.898	  11.448	     483
19.918	  11.140	     470
19.938	  12.278	     518
19.958	  13.581	     573
19.978	  14.387	     607
19.998	  14.980	     632
20.018	  14.980	     632
20.038	  15.241	     643
20.058	  16.094	     679
20.078	  17.255	     728
20.098	  17.374	     733
20.118	  17.232	     727
20.138	  19.294	     814
20.158	  20.431	     862
20.178	  19.412	     819
20.198	  19.317	     815
20.218	  18.654	     787
20.238	  19.388	     818
20.258	  18.677	     788
20.278	  16.923	     714
20.298	  16.473	     695
20.318	  16.449	     694
20.338	  13.605	     574
20.358	  14.530	     613
20.378	  12.989	     548
20.398	  11.614	     490
20.418	  11.567	     488
20.438	  11.519	     486
20.458	   9.339	     394
20.478	   9.244	     390
20.498	   8.106	     342
20.518	   9.599	     405
20.538	   9.339	     394
20.558	   8.770	     370
20.578	   9.315	     393
20.598	   8.770	     370
20.618	   8.438	     356
20.638	  10.002	     422
20.658	   9.931	     419
20.678	  10.571	     446
20.698	  10.121	     427
20.718	   9.671	     408
20.738	  10.737	     453
20.758	  10.927	     461
20.778	   9.979	     421
20.798	  11.093	     468
20.818	  11.045	     466
20.838	  11.425	     482
20.858	  11.235	     474
20.878	  12.752	     538
20.898	  12.941	     546
20.918	  13.273	     560
20.938	  13.250	     559
20.958	  13.818	     583
20.978	  14.127	     596
20.998	  14.245	     601
21.018	  14.648	     618
21.038	  15.264	     644
21.058	  15.193	     641
21.078	  16.212	     684
21.098	  15.857	     669
21.118	  15.549	     656
21.138	  14.861	     627
21.158	  17.753	     749
21.178	  16.141	     681
21.198	  16.852	     711
21.218	  16.615	     701
21.238	  18.511	     781
21.258	  17.303	     730
21.278	  16.995	     717
21.298	  16.378	     691
21.318	  16.141	     681
21.338	  16.852	     711
21.358	  16.236	     685
21.378	  16.923	     714
21.398	  15.406	     650
21.418	  16.900	     713
21.438	  15.833	     668
21.458	  14.601	     616
21.478	  13.463	     568
21.498	  14.411	     608
21.518	  13.629	     575
21.538	  13.747	     580
21.558	  13.131	     554
21.578	  13.795	     582
21.598	  13.155	     555
21.618	  13.202	     557
21.638	  13.344	     563
21.658	  13.273	     560
21.678	  12.989	     548
21.698	  13.344	     563
21.718	  13.605	     574
21.738	  12.562	     530
21.758	  13.984	     590
21.778	  13.890	     586
21.798	  15.193	     641
21.818	  15.359	     648
21.838	  16.426	     693
21.858	  17.350	     732
21.878	  18.749	     791
21.898	  20.740	     875
21.918	  20.811	     878
21.939	  22.162	     935
21.959	  23.868	    1007
21.979	  25.551	    1078
21.999	  25.836	    1090
22.019	  27.044	    1141
22.039	  27.732	    1170
22.059	  29.675	    1252
22.079	  29.841	    1259
22.099	  30.102	    1270
